,house_id,image,objects,probabilities
0,602,98f562c89498755c7b8b8f22801104508970b590.jpg,car,0.9945074915885925
1,602,98f562c89498755c7b8b8f22801104508970b590.jpg,car,0.9736126065254211
0,605,efd6f4bea910d4a8ee0aa5805178ba27127c4dae.jpg,bench,0.8662291765213013
0,607,3a7886a21c0453a0bc9fb157730e0980ca20654a.jpg,person,0.5008838772773743
0,608,0653f09f7a98da12effc85b2c165c6d086aa1544.jpg,car,0.9988219141960144
0,609,2b6f95a38b03c7a7ebab5036ae4d3848c48c860e.jpg,bicycle,0.9400250315666199
1,609,2b6f95a38b03c7a7ebab5036ae4d3848c48c860e.jpg,bench,0.8413791060447693
0,613,8d6c3feb34ab8a787ba3fe151a6c45a7366048b6.jpg,car,0.9886899590492249
1,613,8d6c3feb34ab8a787ba3fe151a6c45a7366048b6.jpg,car,0.9295659065246582
0,614,4dbe6fe8d44b9af72c6e0df3b739a73974aa282e.jpg,car,0.9988709688186646
1,614,4dbe6fe8d44b9af72c6e0df3b739a73974aa282e.jpg,car,0.9960734248161316
0,615,9670bc59bb40a36c45c261e3c836be5adf8793c2.jpg,car,0.8827885985374451
0,617,8f54b9c1adc5e701a27df308008515e2daef5c55.jpg,car,0.9782124757766724
1,617,8f54b9c1adc5e701a27df308008515e2daef5c55.jpg,pottedplant,0.8420867323875427
2,617,8f54b9c1adc5e701a27df308008515e2daef5c55.jpg,pottedplant,0.6596741080284119
0,618,060dca8bb8a1109ca968ff95456d867d68592912.jpg,bench,0.9459911584854126
1,618,060dca8bb8a1109ca968ff95456d867d68592912.jpg,pottedplant,0.8446515798568726
2,618,060dca8bb8a1109ca968ff95456d867d68592912.jpg,pottedplant,0.7509653568267822
3,618,060dca8bb8a1109ca968ff95456d867d68592912.jpg,pottedplant,0.7250049710273743
4,618,060dca8bb8a1109ca968ff95456d867d68592912.jpg,car,0.5675626397132874
5,618,060dca8bb8a1109ca968ff95456d867d68592912.jpg,pottedplant,0.5164908766746521
6,618,060dca8bb8a1109ca968ff95456d867d68592912.jpg,pottedplant,0.5014711618423462
0,622,3b56657b012b2430fedac3624bc9162650be1c31.jpg,car,0.9885163307189941
1,622,3b56657b012b2430fedac3624bc9162650be1c31.jpg,bicycle,0.9865757822990417
2,622,3b56657b012b2430fedac3624bc9162650be1c31.jpg,bicycle,0.9773269891738892
3,622,3b56657b012b2430fedac3624bc9162650be1c31.jpg,car,0.9603156447410583
4,622,3b56657b012b2430fedac3624bc9162650be1c31.jpg,bicycle,0.5824889540672302
0,623,5c30666375b5aceaed48ad3a56543b115eecef7b.jpg,pottedplant,0.7377418279647827
1,623,5c30666375b5aceaed48ad3a56543b115eecef7b.jpg,car,0.7064494490623474
0,624,1133ccc5f4742b6dc09ac63fa8ce0bb0bddd2bb7.jpg,pottedplant,0.9412673711776733
1,624,1133ccc5f4742b6dc09ac63fa8ce0bb0bddd2bb7.jpg,pottedplant,0.5739240646362305
2,624,1133ccc5f4742b6dc09ac63fa8ce0bb0bddd2bb7.jpg,pottedplant,0.5333126187324524
0,625,6c350e034ff28509c4d34a9d6fc718b02deb400d.jpg,pottedplant,0.8127862811088562
1,625,6c350e034ff28509c4d34a9d6fc718b02deb400d.jpg,pottedplant,0.7189756035804749
2,625,6c350e034ff28509c4d34a9d6fc718b02deb400d.jpg,pottedplant,0.5623989105224609
3,625,6c350e034ff28509c4d34a9d6fc718b02deb400d.jpg,pottedplant,0.5214138031005859
0,627,5e43feac897c55f15ace975ab77e27af855c0d60.jpg,bench,0.9358540177345276
0,628,4552eef575079598cb07dfed543660b3e145138d.jpg,car,0.9988870620727539
1,628,4552eef575079598cb07dfed543660b3e145138d.jpg,car,0.9944921135902405
0,632,6e264f7cde33e809270c6d866c41132dcecde2d3.jpg,car,0.9890432357788086
0,633,7ecdd9e30b0b373f6a50caa41d4afa186cd56346.jpg,bench,0.8723702430725098
1,633,7ecdd9e30b0b373f6a50caa41d4afa186cd56346.jpg,bench,0.6387187242507935
0,636,d9f71c220d334235b0b1384501d8e9bf15264cba.jpg,clock,0.504202127456665
0,637,3bb61d701cd76ff059248459e6ca156fc7132d7d.jpg,car,0.8393036127090454
1,637,3bb61d701cd76ff059248459e6ca156fc7132d7d.jpg,pottedplant,0.8327495455741882
0,638,c7ca5c2c1b656d7ffad6bbaf8de06cf8f3bcd6cb.jpg,car,0.9927640557289124
1,638,c7ca5c2c1b656d7ffad6bbaf8de06cf8f3bcd6cb.jpg,pottedplant,0.6186547875404358
0,641,b1c63e30c4e6f40cfad42c5553d613b57132097a.jpg,car,0.9921116828918457
1,641,b1c63e30c4e6f40cfad42c5553d613b57132097a.jpg,car,0.7923330068588257
0,642,ca085666909711cdb350d9f71c647f5fc12884e6.jpg,truck,0.7673206925392151
0,643,383a2d4e2f698be069568be1eda05e0272d58249.jpg,car,0.9763717651367188
0,645,3383c1b916ae26502770d0735e04a3c0a556d345.jpg,pottedplant,0.539085865020752
0,647,4fa14c826ee2773686a9f14a747d8494a167d928.jpg,bench,0.818790078163147
0,648,0e47856d92d3659c189e707647040a63c9e7f613.jpg,car,0.9753300547599792
1,648,0e47856d92d3659c189e707647040a63c9e7f613.jpg,car,0.9435738921165466
2,648,0e47856d92d3659c189e707647040a63c9e7f613.jpg,car,0.8979304432868958
3,648,0e47856d92d3659c189e707647040a63c9e7f613.jpg,car,0.807682991027832
0,649,5b1656dd0f75066ed378ee054e44b1f5594bf2cd.jpg,car,0.7504472136497498
0,655,207bafc5036fd1d3e53a4faa4a98e71961210b87.jpg,bench,0.6066120862960815
0,656,8c55a8c6bb303ab86b257d3660562f42b3dde172.jpg,car,0.9964278340339661
1,656,8c55a8c6bb303ab86b257d3660562f42b3dde172.jpg,car,0.9954826235771179
2,656,8c55a8c6bb303ab86b257d3660562f42b3dde172.jpg,car,0.99454265832901
3,656,8c55a8c6bb303ab86b257d3660562f42b3dde172.jpg,car,0.9534267783164978
4,656,8c55a8c6bb303ab86b257d3660562f42b3dde172.jpg,car,0.9366635084152222
0,657,64b8cb117e0e6c237cda418403e619cbf5c2f672.jpg,bicycle,0.9991034269332886
1,657,64b8cb117e0e6c237cda418403e619cbf5c2f672.jpg,car,0.9915298819541931
2,657,64b8cb117e0e6c237cda418403e619cbf5c2f672.jpg,pottedplant,0.945512592792511
0,661,90b0b139be5ab86fa679a51e5c5175ac862ac967.jpg,car,0.9692694544792175
1,661,90b0b139be5ab86fa679a51e5c5175ac862ac967.jpg,car,0.9648515582084656
0,663,549299ddae646c237c3bd887a066992e9e699bd4.jpg,car,0.9934451580047607
1,663,549299ddae646c237c3bd887a066992e9e699bd4.jpg,car,0.929656982421875
2,663,549299ddae646c237c3bd887a066992e9e699bd4.jpg,pottedplant,0.8975149989128113
3,663,549299ddae646c237c3bd887a066992e9e699bd4.jpg,bicycle,0.8493908643722534
0,664,acd446ff3e666232b8740310f158fe757081a953.jpg,car,0.967517614364624
1,664,acd446ff3e666232b8740310f158fe757081a953.jpg,car,0.9529697299003601
2,664,acd446ff3e666232b8740310f158fe757081a953.jpg,pottedplant,0.5104310512542725
0,667,05ec7af796a923e8bd94909afde4d7edf11e4e03.jpg,car,0.9777857065200806
1,667,05ec7af796a923e8bd94909afde4d7edf11e4e03.jpg,car,0.9502366781234741
0,672,6dd891a115e9ac539de8eadc648b9e95ff0f16b0.jpg,car,0.9884449243545532
1,672,6dd891a115e9ac539de8eadc648b9e95ff0f16b0.jpg,car,0.9862818717956543
2,672,6dd891a115e9ac539de8eadc648b9e95ff0f16b0.jpg,car,0.981721043586731
3,672,6dd891a115e9ac539de8eadc648b9e95ff0f16b0.jpg,car,0.9652687907218933
0,673,32cb7f8377cfc8c9410f66b14ef2c648290611c9.jpg,boat,0.9094488620758057
1,673,32cb7f8377cfc8c9410f66b14ef2c648290611c9.jpg,car,0.9073328971862793
2,673,32cb7f8377cfc8c9410f66b14ef2c648290611c9.jpg,car,0.873211145401001
3,673,32cb7f8377cfc8c9410f66b14ef2c648290611c9.jpg,boat,0.8569172620773315
4,673,32cb7f8377cfc8c9410f66b14ef2c648290611c9.jpg,car,0.6107559204101562
5,673,32cb7f8377cfc8c9410f66b14ef2c648290611c9.jpg,car,0.6104626059532166
0,674,d2246b806dbc9c6615c417988ff56b267167d199.jpg,car,0.96685391664505
1,674,d2246b806dbc9c6615c417988ff56b267167d199.jpg,car,0.9096038341522217
2,674,d2246b806dbc9c6615c417988ff56b267167d199.jpg,car,0.8292942047119141
3,674,d2246b806dbc9c6615c417988ff56b267167d199.jpg,car,0.8137726187705994
4,674,d2246b806dbc9c6615c417988ff56b267167d199.jpg,car,0.794772744178772
5,674,d2246b806dbc9c6615c417988ff56b267167d199.jpg,person,0.7513520121574402
6,674,d2246b806dbc9c6615c417988ff56b267167d199.jpg,car,0.7139507532119751
7,674,d2246b806dbc9c6615c417988ff56b267167d199.jpg,car,0.6786318421363831
8,674,d2246b806dbc9c6615c417988ff56b267167d199.jpg,person,0.6595703363418579
9,674,d2246b806dbc9c6615c417988ff56b267167d199.jpg,car,0.6114309430122375
10,674,d2246b806dbc9c6615c417988ff56b267167d199.jpg,car,0.5580048561096191
11,674,d2246b806dbc9c6615c417988ff56b267167d199.jpg,car,0.5436423420906067
12,674,d2246b806dbc9c6615c417988ff56b267167d199.jpg,car,0.5369159579277039
13,674,d2246b806dbc9c6615c417988ff56b267167d199.jpg,car,0.5358633399009705
14,674,d2246b806dbc9c6615c417988ff56b267167d199.jpg,car,0.5323412418365479
15,674,d2246b806dbc9c6615c417988ff56b267167d199.jpg,car,0.5249679684638977
0,675,fea00bff66f99f1cf595bc4e816155d69d2e582a.jpg,car,0.9773157835006714
1,675,fea00bff66f99f1cf595bc4e816155d69d2e582a.jpg,car,0.6996038556098938
0,678,29902bee92c024c02e2f4f33805283383df3e3fd.jpg,car,0.9912494421005249
1,678,29902bee92c024c02e2f4f33805283383df3e3fd.jpg,car,0.956265389919281
2,678,29902bee92c024c02e2f4f33805283383df3e3fd.jpg,car,0.9202976226806641
3,678,29902bee92c024c02e2f4f33805283383df3e3fd.jpg,bench,0.917986273765564
4,678,29902bee92c024c02e2f4f33805283383df3e3fd.jpg,pottedplant,0.7915827631950378
0,680,02975411234fc8915532bf7d2791e4211979f946.jpg,car,0.5740789175033569
0,683,d44703db1284e73b544c1c7cc48e02a194d92f80.jpg,car,0.6603321433067322
0,687,ab15baacf13de06d34178de51808336ec6431178.jpg,car,0.8428475260734558
0,689,23ea54a3484c78293d7e4a528c2b11c31dfa3bf8.jpg,bicycle,0.992837131023407
0,692,65722a9b2c6b2327165e71c646ec1abe0f4651ff.jpg,car,0.996296226978302
1,692,65722a9b2c6b2327165e71c646ec1abe0f4651ff.jpg,car,0.9877108931541443
2,692,65722a9b2c6b2327165e71c646ec1abe0f4651ff.jpg,bench,0.9339325428009033
3,692,65722a9b2c6b2327165e71c646ec1abe0f4651ff.jpg,car,0.9335530996322632
0,693,392c44706867dfc6a3e652e64ebfcb8c52a955a8.jpg,pottedplant,0.8840137124061584
1,693,392c44706867dfc6a3e652e64ebfcb8c52a955a8.jpg,pottedplant,0.6511053442955017
2,693,392c44706867dfc6a3e652e64ebfcb8c52a955a8.jpg,bowl,0.5394394397735596
0,695,4781c3bfe8261dae901827bf6ce39d92779703c0.jpg,car,0.9678705334663391
1,695,4781c3bfe8261dae901827bf6ce39d92779703c0.jpg,pottedplant,0.5223777294158936
0,699,70378b1b01a97c8259b284e3af176eee62cdd91b.jpg,car,0.9853624105453491
1,699,70378b1b01a97c8259b284e3af176eee62cdd91b.jpg,car,0.984167218208313
2,699,70378b1b01a97c8259b284e3af176eee62cdd91b.jpg,car,0.9614387154579163
0,700,87bf440a30bf6c16431e79679f22bd0721355bd5.jpg,sofa,0.9211918115615845
1,700,87bf440a30bf6c16431e79679f22bd0721355bd5.jpg,vase,0.8120800852775574
2,700,87bf440a30bf6c16431e79679f22bd0721355bd5.jpg,sofa,0.7556667923927307
3,700,87bf440a30bf6c16431e79679f22bd0721355bd5.jpg,pottedplant,0.7506133913993835
4,700,87bf440a30bf6c16431e79679f22bd0721355bd5.jpg,pottedplant,0.51490318775177
0,701,e5d7dfbba02f606223d1ae36db57f870de46485e.jpg,pottedplant,0.8313431143760681
0,705,c387ebb8edc80d319d1d31c76caba6307c9a8c07.jpg,car,0.9917176365852356
0,706,646aa64d73f53fcc884d9f6c88f6d72cbbe7b87b.jpg,pottedplant,0.9881591200828552
1,706,646aa64d73f53fcc884d9f6c88f6d72cbbe7b87b.jpg,sofa,0.9826523661613464
2,706,646aa64d73f53fcc884d9f6c88f6d72cbbe7b87b.jpg,pottedplant,0.9799949526786804
3,706,646aa64d73f53fcc884d9f6c88f6d72cbbe7b87b.jpg,diningtable,0.8634073734283447
4,706,646aa64d73f53fcc884d9f6c88f6d72cbbe7b87b.jpg,chair,0.6894890069961548
5,706,646aa64d73f53fcc884d9f6c88f6d72cbbe7b87b.jpg,chair,0.6132522821426392
0,710,9949f5277c511959061853e37a88a68995d55455.jpg,person,0.5382509827613831
0,711,80867c4cce1acbb1fdf49f69d90250df26faaa6b.jpg,bench,0.7483060956001282
1,711,80867c4cce1acbb1fdf49f69d90250df26faaa6b.jpg,bench,0.6265566945075989
0,712,09ee64ab1ba7b36d69a1d4f019c9e66c751d5531.jpg,car,0.9983847737312317
1,712,09ee64ab1ba7b36d69a1d4f019c9e66c751d5531.jpg,car,0.9948704242706299
2,712,09ee64ab1ba7b36d69a1d4f019c9e66c751d5531.jpg,car,0.7608751058578491
0,713,58034d888cff74c3bd08eb4d0091fc47cb9fea11.jpg,car,0.9877016544342041
1,713,58034d888cff74c3bd08eb4d0091fc47cb9fea11.jpg,car,0.9856916666030884
2,713,58034d888cff74c3bd08eb4d0091fc47cb9fea11.jpg,car,0.9845777153968811
3,713,58034d888cff74c3bd08eb4d0091fc47cb9fea11.jpg,car,0.9506776332855225
4,713,58034d888cff74c3bd08eb4d0091fc47cb9fea11.jpg,car,0.9040915966033936
0,714,628171584e98f4e6734dd517c40a427e489ff4be.jpg,car,0.9775760769844055
1,714,628171584e98f4e6734dd517c40a427e489ff4be.jpg,car,0.9753735065460205
2,714,628171584e98f4e6734dd517c40a427e489ff4be.jpg,car,0.9734205007553101
3,714,628171584e98f4e6734dd517c40a427e489ff4be.jpg,car,0.9731091856956482
4,714,628171584e98f4e6734dd517c40a427e489ff4be.jpg,car,0.9484219551086426
5,714,628171584e98f4e6734dd517c40a427e489ff4be.jpg,car,0.946670651435852
6,714,628171584e98f4e6734dd517c40a427e489ff4be.jpg,car,0.9342050552368164
7,714,628171584e98f4e6734dd517c40a427e489ff4be.jpg,car,0.8633677959442139
8,714,628171584e98f4e6734dd517c40a427e489ff4be.jpg,car,0.8216103315353394
9,714,628171584e98f4e6734dd517c40a427e489ff4be.jpg,car,0.6694583892822266
10,714,628171584e98f4e6734dd517c40a427e489ff4be.jpg,car,0.5431388020515442
11,714,628171584e98f4e6734dd517c40a427e489ff4be.jpg,person,0.5292162895202637
0,716,10721db1610ee413d009bd6811a170eb62c78d64.jpg,car,0.9511035680770874
1,716,10721db1610ee413d009bd6811a170eb62c78d64.jpg,car,0.9474223852157593
2,716,10721db1610ee413d009bd6811a170eb62c78d64.jpg,car,0.9220442771911621
3,716,10721db1610ee413d009bd6811a170eb62c78d64.jpg,car,0.7287816405296326
4,716,10721db1610ee413d009bd6811a170eb62c78d64.jpg,car,0.7254524230957031
5,716,10721db1610ee413d009bd6811a170eb62c78d64.jpg,car,0.6592965126037598
6,716,10721db1610ee413d009bd6811a170eb62c78d64.jpg,bicycle,0.5801759958267212
0,718,6a38f5421c5caf152d99ca080dec7418406706ed.jpg,chair,0.9952490329742432
1,718,6a38f5421c5caf152d99ca080dec7418406706ed.jpg,chair,0.9678918123245239
2,718,6a38f5421c5caf152d99ca080dec7418406706ed.jpg,chair,0.9007400870323181
3,718,6a38f5421c5caf152d99ca080dec7418406706ed.jpg,pottedplant,0.8652127385139465
4,718,6a38f5421c5caf152d99ca080dec7418406706ed.jpg,vase,0.6323024034500122
5,718,6a38f5421c5caf152d99ca080dec7418406706ed.jpg,pottedplant,0.5729914903640747
6,718,6a38f5421c5caf152d99ca080dec7418406706ed.jpg,sofa,0.537135124206543
7,718,6a38f5421c5caf152d99ca080dec7418406706ed.jpg,chair,0.5336452126502991
0,719,42259b351a42cba485564a7660db30d9a99a5b2b.jpg,bicycle,0.6374997496604919
1,719,42259b351a42cba485564a7660db30d9a99a5b2b.jpg,bicycle,0.5886160731315613
0,720,a135581f0d5df3d4ac7ec928cb830c12b86f5932.jpg,car,0.9995790719985962
1,720,a135581f0d5df3d4ac7ec928cb830c12b86f5932.jpg,car,0.9980977177619934
2,720,a135581f0d5df3d4ac7ec928cb830c12b86f5932.jpg,car,0.9963447451591492
3,720,a135581f0d5df3d4ac7ec928cb830c12b86f5932.jpg,car,0.9869439601898193
4,720,a135581f0d5df3d4ac7ec928cb830c12b86f5932.jpg,motorbike,0.9443494081497192
5,720,a135581f0d5df3d4ac7ec928cb830c12b86f5932.jpg,car,0.875374436378479
6,720,a135581f0d5df3d4ac7ec928cb830c12b86f5932.jpg,car,0.5033709406852722
0,721,546224c404722c4c83c4a3f2d8d15fe11babaf40.jpg,car,0.9818212985992432
0,722,6646a89c13a9a4b8fe14526c6d8bbf0b6da65b72.jpg,car,0.9841083288192749
0,723,681e048976ab5562ca49c1d1f6a5b7f3c8f58b27.jpg,car,0.8307232856750488
1,723,681e048976ab5562ca49c1d1f6a5b7f3c8f58b27.jpg,pottedplant,0.7959376573562622
0,725,30c2e22db9dbe0099f79fd94e8deaecb8de3e45d.jpg,car,0.7636685967445374
0,726,f270cbb704ed0f0f84885654d5d2d8bde3ae6039.jpg,chair,0.9917990565299988
1,726,f270cbb704ed0f0f84885654d5d2d8bde3ae6039.jpg,chair,0.9720122218132019
2,726,f270cbb704ed0f0f84885654d5d2d8bde3ae6039.jpg,pottedplant,0.8508139252662659
3,726,f270cbb704ed0f0f84885654d5d2d8bde3ae6039.jpg,chair,0.5428112149238586
4,726,f270cbb704ed0f0f84885654d5d2d8bde3ae6039.jpg,pottedplant,0.5412220358848572
5,726,f270cbb704ed0f0f84885654d5d2d8bde3ae6039.jpg,sofa,0.5118042826652527
0,728,bd3d7f6533dd7f8bd25ae2a42d60438afe03e5a7.jpg,sofa,0.993226945400238
1,728,bd3d7f6533dd7f8bd25ae2a42d60438afe03e5a7.jpg,chair,0.9601544737815857
2,728,bd3d7f6533dd7f8bd25ae2a42d60438afe03e5a7.jpg,pottedplant,0.6934978365898132
0,730,6874f6e884483752c31b44a169beacfcf2c65d63.jpg,car,0.9894377589225769
1,730,6874f6e884483752c31b44a169beacfcf2c65d63.jpg,car,0.967657744884491
2,730,6874f6e884483752c31b44a169beacfcf2c65d63.jpg,car,0.8447058796882629
3,730,6874f6e884483752c31b44a169beacfcf2c65d63.jpg,person,0.8197126388549805
4,730,6874f6e884483752c31b44a169beacfcf2c65d63.jpg,person,0.7928032875061035
0,732,6524e7dffa463a5778369d9d5e9e662eea1b5b3f.jpg,car,0.9934975504875183
1,732,6524e7dffa463a5778369d9d5e9e662eea1b5b3f.jpg,bicycle,0.9887126088142395
2,732,6524e7dffa463a5778369d9d5e9e662eea1b5b3f.jpg,car,0.689205527305603
0,733,ec0170f27ddea8d2ef63808305aa570d00e33612.jpg,car,0.9764238595962524
0,734,8ccd755af508b2cee6e1da32dd76025e922cb35e.jpg,car,0.9894377589225769
1,734,8ccd755af508b2cee6e1da32dd76025e922cb35e.jpg,car,0.967657744884491
2,734,8ccd755af508b2cee6e1da32dd76025e922cb35e.jpg,car,0.8447058796882629
3,734,8ccd755af508b2cee6e1da32dd76025e922cb35e.jpg,person,0.8197126388549805
4,734,8ccd755af508b2cee6e1da32dd76025e922cb35e.jpg,person,0.7928032875061035
0,736,87e210ad82f117038fc032b80790f6404b21a912.jpg,car,0.9894377589225769
1,736,87e210ad82f117038fc032b80790f6404b21a912.jpg,car,0.967657744884491
2,736,87e210ad82f117038fc032b80790f6404b21a912.jpg,car,0.8447058796882629
3,736,87e210ad82f117038fc032b80790f6404b21a912.jpg,person,0.8197126388549805
4,736,87e210ad82f117038fc032b80790f6404b21a912.jpg,person,0.7928032875061035
0,737,ba121375288587045f6e01ea67cee26b123435d7.jpg,car,0.9993244409561157
1,737,ba121375288587045f6e01ea67cee26b123435d7.jpg,car,0.9952054023742676
2,737,ba121375288587045f6e01ea67cee26b123435d7.jpg,car,0.9884125590324402
3,737,ba121375288587045f6e01ea67cee26b123435d7.jpg,car,0.9768539071083069
4,737,ba121375288587045f6e01ea67cee26b123435d7.jpg,car,0.7572858333587646
5,737,ba121375288587045f6e01ea67cee26b123435d7.jpg,bicycle,0.727052628993988
6,737,ba121375288587045f6e01ea67cee26b123435d7.jpg,car,0.6824586987495422
7,737,ba121375288587045f6e01ea67cee26b123435d7.jpg,bicycle,0.6706720590591431
8,737,ba121375288587045f6e01ea67cee26b123435d7.jpg,bicycle,0.5959086418151855
0,738,12c6821916375e87c821a1622b3b9d4f86c1a82d.jpg,car,0.9900422096252441
1,738,12c6821916375e87c821a1622b3b9d4f86c1a82d.jpg,person,0.9842061400413513
2,738,12c6821916375e87c821a1622b3b9d4f86c1a82d.jpg,car,0.9781147837638855
3,738,12c6821916375e87c821a1622b3b9d4f86c1a82d.jpg,person,0.9762216806411743
4,738,12c6821916375e87c821a1622b3b9d4f86c1a82d.jpg,person,0.9620667695999146
5,738,12c6821916375e87c821a1622b3b9d4f86c1a82d.jpg,car,0.9166694283485413
6,738,12c6821916375e87c821a1622b3b9d4f86c1a82d.jpg,car,0.9151427745819092
7,738,12c6821916375e87c821a1622b3b9d4f86c1a82d.jpg,person,0.8768718838691711
8,738,12c6821916375e87c821a1622b3b9d4f86c1a82d.jpg,person,0.8746342658996582
9,738,12c6821916375e87c821a1622b3b9d4f86c1a82d.jpg,car,0.8097301125526428
10,738,12c6821916375e87c821a1622b3b9d4f86c1a82d.jpg,person,0.7176135182380676
0,742,4dac1b6cd17d2d7a9dbf84b045735e9f8b872c0c.jpg,bicycle,0.9983760118484497
1,742,4dac1b6cd17d2d7a9dbf84b045735e9f8b872c0c.jpg,motorbike,0.8826674222946167
0,743,be7080bbabfb279a7c26d38cf96a2dc00e16438a.jpg,car,0.9903332591056824
1,743,be7080bbabfb279a7c26d38cf96a2dc00e16438a.jpg,car,0.9885170459747314
2,743,be7080bbabfb279a7c26d38cf96a2dc00e16438a.jpg,car,0.9863439202308655
3,743,be7080bbabfb279a7c26d38cf96a2dc00e16438a.jpg,car,0.9859400391578674
4,743,be7080bbabfb279a7c26d38cf96a2dc00e16438a.jpg,car,0.9177374839782715
5,743,be7080bbabfb279a7c26d38cf96a2dc00e16438a.jpg,car,0.8603371977806091
6,743,be7080bbabfb279a7c26d38cf96a2dc00e16438a.jpg,car,0.8249528408050537
7,743,be7080bbabfb279a7c26d38cf96a2dc00e16438a.jpg,car,0.6712795495986938
0,747,c5bac831dcf5e65610498dbe86873b27d3e6bcdf.jpg,car,0.9995803236961365
1,747,c5bac831dcf5e65610498dbe86873b27d3e6bcdf.jpg,car,0.9867201447486877
0,748,22995088ff6799a69cf094dfccd134a8bfd036b5.jpg,car,0.8872931003570557
1,748,22995088ff6799a69cf094dfccd134a8bfd036b5.jpg,car,0.8364657759666443
2,748,22995088ff6799a69cf094dfccd134a8bfd036b5.jpg,car,0.8048827052116394
3,748,22995088ff6799a69cf094dfccd134a8bfd036b5.jpg,car,0.7945134043693542
4,748,22995088ff6799a69cf094dfccd134a8bfd036b5.jpg,car,0.7147381901741028
5,748,22995088ff6799a69cf094dfccd134a8bfd036b5.jpg,car,0.6466081142425537
0,754,72d431335e42158ca552c1c91b5ae0954961419d.jpg,fire hydrant,0.809704601764679
0,755,08463d73f08017aa8305299e5c49ad1e0706899e.jpg,car,0.9992154836654663
1,755,08463d73f08017aa8305299e5c49ad1e0706899e.jpg,car,0.9828464984893799
2,755,08463d73f08017aa8305299e5c49ad1e0706899e.jpg,bicycle,0.7011388540267944
0,757,253985c7254de9405fa89cf46ddb64e75e0f76fa.jpg,car,0.8118302226066589
0,759,6cf250f27ab8ee7e917bbc02672ed2676e8694d0.jpg,car,0.8217668533325195
0,762,cbef4c418949e1367c94be14bdf701ce92e032c4.jpg,chair,0.9965263605117798
1,762,cbef4c418949e1367c94be14bdf701ce92e032c4.jpg,chair,0.9413912892341614
2,762,cbef4c418949e1367c94be14bdf701ce92e032c4.jpg,chair,0.9224527478218079
3,762,cbef4c418949e1367c94be14bdf701ce92e032c4.jpg,chair,0.9119666814804077
4,762,cbef4c418949e1367c94be14bdf701ce92e032c4.jpg,pottedplant,0.8968048095703125
5,762,cbef4c418949e1367c94be14bdf701ce92e032c4.jpg,pottedplant,0.8397294878959656
6,762,cbef4c418949e1367c94be14bdf701ce92e032c4.jpg,sofa,0.737869381904602
7,762,cbef4c418949e1367c94be14bdf701ce92e032c4.jpg,chair,0.6379863023757935
0,764,a407ee71d5a1a576fabbd74910f497b581baa829.jpg,car,0.9985330700874329
1,764,a407ee71d5a1a576fabbd74910f497b581baa829.jpg,car,0.998094379901886
2,764,a407ee71d5a1a576fabbd74910f497b581baa829.jpg,car,0.9828275442123413
3,764,a407ee71d5a1a576fabbd74910f497b581baa829.jpg,car,0.9669946432113647
4,764,a407ee71d5a1a576fabbd74910f497b581baa829.jpg,car,0.916618287563324
0,766,bb5eaf7e130aaf3645e8259f5d4e5013ae1e6480.jpg,bench,0.7932314872741699
0,767,df186b16d725454eafe8b18713c5549005774e0a.jpg,car,0.9940956234931946
0,774,a67c364bd19b43efa8d31024d4788035293aef0e.jpg,car,0.9899609088897705
1,774,a67c364bd19b43efa8d31024d4788035293aef0e.jpg,car,0.9850085377693176
2,774,a67c364bd19b43efa8d31024d4788035293aef0e.jpg,boat,0.7818856835365295
3,774,a67c364bd19b43efa8d31024d4788035293aef0e.jpg,car,0.610068678855896
0,777,a1184ca8cfefc8530f8a11449f44a49b0695fd0c.jpg,pottedplant,0.5052937269210815
0,778,73b618a5a4ed64ef49d32c80eebf69d7e6bc2207.jpg,bench,0.7107253670692444
0,780,1132c2a4e068105c115f4a4a0d20f429f4ee323b.jpg,sofa,0.9862970113754272
1,780,1132c2a4e068105c115f4a4a0d20f429f4ee323b.jpg,pottedplant,0.945292592048645
2,780,1132c2a4e068105c115f4a4a0d20f429f4ee323b.jpg,pottedplant,0.9436566829681396
3,780,1132c2a4e068105c115f4a4a0d20f429f4ee323b.jpg,person,0.8989302515983582
4,780,1132c2a4e068105c115f4a4a0d20f429f4ee323b.jpg,vase,0.7514634132385254
5,780,1132c2a4e068105c115f4a4a0d20f429f4ee323b.jpg,refrigerator,0.7373656630516052
0,781,ae004e1f56f1709e5d095dfc6b0a1bd781a154f4.jpg,car,0.9981278777122498
1,781,ae004e1f56f1709e5d095dfc6b0a1bd781a154f4.jpg,bicycle,0.972425639629364
2,781,ae004e1f56f1709e5d095dfc6b0a1bd781a154f4.jpg,bicycle,0.8805994987487793
3,781,ae004e1f56f1709e5d095dfc6b0a1bd781a154f4.jpg,car,0.8367737531661987
0,782,b33dc753ec8515e2893a5c546cf9fd1256271597.jpg,bicycle,0.9150650501251221
0,783,bf6aa9148afb49c6d733ab95710634a530a723ad.jpg,car,0.9073618054389954
0,787,142abe6d704021ba4a5bde1d5ed585723b530cab.jpg,car,0.8560448884963989
0,788,e6193f823ca0d16ea410dd9b4c0d64ad126d1790.jpg,car,0.9990701079368591
1,788,e6193f823ca0d16ea410dd9b4c0d64ad126d1790.jpg,car,0.9585055708885193
0,790,602ef4f3d1beaf4b252617a2401cefc3d9e7263e.jpg,motorbike,0.6969256401062012
