SalesAgent,ReviewType,Reviews,ReviewScore,ReviewDate
Bles & Van der Does Makelaardij B.V.,Buy reviews,"Altijd makkelijk contact, helpt ook met een kritische blik. Wij zijn zeer tevreden en heel blij met onze aankoop!",10.0,16 August 2019
Bles & Van der Does Makelaardij B.V.,Buy reviews,"Het contact met Bles & Van der Does verliep zeer prettig, er werd op een zeer persoonlijke wijze gecommuniceerd. Alle vragen werden snel en eerlijk beantwoord, en geen vraag was te gek om te stellen. Ook krijg je toegang tot hun netwerk aan aannemers, verhuizers etc.",9.0,16 August 2019
Boek en Offermans Makelaars Heerlen,Sale reviews,Super makelaar met ruime vakkennis!Voor de verkoop van ons volgende huis zullen wij zeker weer bij Boek & Offermans aankloppen.Prijs/kwaliteit verhouding perfect!,10.0,4 May 2020
Boek en Offermans Makelaars Heerlen,Sale reviews,Fijne makelaar die goed communiceerd en een zeer gedegen kennis van zaken heeftRonald en team bedankt! ,10.0,20 April 2020
Bles & Van der Does Makelaardij B.V.,Buy reviews,Een hele fijne makelaar die ons goed heeft geholpen met het vinden van het juiste huis. Ze hebben ons erg goed geholpen en netjes gewezen op punten doe wij vaak door onze roze bril niet zagen. Ook had de makelaar veel verstand van wat goede en redelijke prijzen waren in de huidige markt en heeft ons daar goed in geadviseerd. Toen we uiteindelijk een geweldig huis gevonden hadden heeft Bles en van der Does ons van alle zorgen ontzien en alle papierwerk en benodigde afspraken voor ons in orde gemaakt. Wij hoefden alleen maar blij te zijn dat we een nieuw huis hadden gekocht :-)Zeer tevreden over deze makelaar en financieel adviseur!,9.0,18 July 2019
Borghouts Makelaars b.v.,Sale reviews,"goede communicatie en deskundigheid ,zeker met de afwikkeling.verder komt hij zijn afspraken na en is heel prettig in de omgang .",9.8,26 November 2020
Borghouts Makelaars b.v.,Sale reviews,"Een aanbeveling. Wat een fijne makelaar. Eerlijk, betrouwbaar en deskundig. Dus alles is naar tevredenheid geregeld.",10.8,19 November 2020
Borghouts Makelaars b.v.,Sale reviews,Het gehele verkoopproces is goed en fijn verlopen! Er is veel marktkennis in huis dat de verkoop ten goede is gekomen. ,10.8,13 November 2020
Borghouts Makelaars b.v.,Buy reviews,We zijn heel tevreden over de service en kundigheid van Borghouts makelaars. We hebben hulp gekregen van Mayke en Nico en beide hebben ons zeer goed advies gegeven en hebben alle tijd genomen om met ons diverse huizen te bezoeken.Ook een pluim voor de dames ok kantoor! Zeer snel en accuraat hebben die alle vragen en e-mail beantwoord.De uiteindelijke bieding en afronding zij ook zeer naar tevredenheid afgehandeld. Zeker een aanrader voor iedereen die een huis wil kopen en aardig en deskundige begeleiding zoekt.,9.0,27 October 2020
Borghouts Makelaars b.v.,Sale reviews,"Mayke Joustra van Borghouts Makelaars heeft mij uitstekend geholpen bij de aankoop en verkoop van mijn huis. Ze kent de markt, ziet direct gebreken en neemt altijd op. Ik kan haar van harte aanbevelen.",10.8,22 October 2020
Borghouts Makelaars b.v.,Sale reviews,"Persoonlijk, duidelijk, altijd beschikbaar voor onverwachte vragen en goede kennis van de lokale markt. Net even dat stapje extra.",10.8,21 October 2020
Borghouts Makelaars b.v.,Buy reviews,"Het gehele team heeft veel kennis en ervaring, de communicatie verliep goed en hadden regelmatig contact. Met Mayke de zoektocht gestart en het huis gekocht, tussentijds geregeld met Michel en Nico op pad geweest, hier was de samenwerking ook goed. ",9.0,27 October 2020
Borghouts Makelaars b.v.,Buy reviews,Zeer goede makelaar. Heeft veel kennis van de huizenmarkt. Ik ben super tevreden over de dienstverlening van Borghouts. Deze makelaar raad ik dan ook ten zeerste aan.,10.0,30 September 2020
Borgdorff Makelaars Wateringen,Buy reviews,Wij hebben ons huis verkocht en aangekocht via Borgdorff Makelaars. Zij hebben letterlijk alle zorgen uit handen genomen en mede daardoor hebben wij nu ons droomhuis gevonden! Naast de bekwaamheid van het personeel waren zij ook heel attent en vriendelijk. Kortom een top makelaars kantoor en wij zouden iedereen aanraden om met Borgdorff Makelaars in zee te gaan. ,10.0,14 October 2020
Bliek Makelaars,Sale reviews,"Via-via Bliek makelaars als mogelijke makelaar doorgekregen. Daar hebben wij totaal geen spijt van! Binnen anderhalve dag was ons appartement verkocht voor een uitstekende prijs. Eerlijkheidshalve dient te worden meegenomen dat de markt wel in ons voordeel heeft meegewerkt. Dat neemt echter niet weg dat wij bijzonder tevreden zijn over met name Yvo Bliek, maar ook de medewerkers van het kantoor. De deskundigheid, de snelheid van handelen en de servicegerichtheid zijn door ons als bijzonder positief ervaren. Ook de goede nazorg toen het pand al verkocht was dient te worden vermeld. Snelle communicatie en zeer doelgericht. Al met al een uitstekende makelaar met een erg leuk persoonlijk contact. Wij kunnen deze makelaar bij iedereen adviseren. Vermeldenswaard is ook nog de gehele fotopresentatie op Funda en ook de verzorgde verkoopfolder. Niets dan lof voor dit makelaarskantoor.R.L.R. van Lith27 juni 2019",9.8,27 June 2019
Borghouts Makelaars b.v.,Buy reviews,Borghouts was altijd bereikbaar en heeft zeer kundig geadviseerd bij de aankoop van ons nieuwe huis. Uitstekende service!,10.0,30 September 2020
Borghouts Makelaars b.v.,Buy reviews,"Makelaar Nico is vriendelijk, gaf goed advies en was heel geduldig tijdens onze lange zoektocht. De communicatie verliep vlekkeloos. Makelaar zelf en ook het kantoor zijn goed bereikbaar en reageren snel. Behulpzaam, sympathiek en professioneel. ",9.0,21 September 2020
Bernheze Makelaars,Sale reviews,Uitstekend. Hartstikke tevreden over de snelle verkoop van onze woning. Lesley heeft ons goed begeleid in het hele verkooptraject. ,8.8,30 August 2019
Bernheze Makelaars,Sale reviews,"Heel fijn, snel en deskundig contact. Goed advies op momenten dat ik dat nodig had. Prijs is goed. Ik ben blij dat ik voor deze makelaar heb gekozen.",9.8,16 July 2019
Borgdorff Makelaars Wateringen,Buy reviews,"Deskundigheid, bereikbaarheid, goede onderlinge communicatie en vasthoudendheid hebben een succesvolle aankoop mogelijk gemaakt.",9.0,11 September 2020
Bliek Makelaars,Sale reviews,"Ik heb bij de verkoop van mijn woning de samenwerking met Bliek als zeer prettig ervaren, met name omdat Bliek haar deskundigheid heel goed weet te combineren met een persoonlijke en betrokken service en begeleiding.",9.8,26 June 2019
Bliek Makelaars,Sale reviews,"Uitstekende makelaar. Voor ons heel belangrijk is dat Bliek makelaars eerlijk en helder is in het advies en, nog belangrijker, zijn afspraken na komt. Onze makelaar om naar toe te gaan in Den Haag bij aan- of verkoop. ",9.8,9 June 2019
Bernheze Makelaars,Sale reviews,gewoon een goede makelaar . heeft alles van begin tot eindgoed meegedacht en geholpen met de problemen .bart bedankt voor de goede begeleiding .,8.8,13 May 2019
Bernheze Makelaars,Sale reviews,"Voor ons was het heel belangrijk dat er een deskundig iemand tussen ons en de koper stond. Om de gesprekken te voeren , om inschattingen te doen, om een soort objectief tussenstation te zijn. In ons geval was het heel belangrijk dat de makelaar dezelfde taal sprak als de koper. De aansluiting is dan makkelijker gemaakt.",8.8,9 May 2019
Boomsma & Bruinsma Makelaars,Buy reviews,"Toine Kwakman is een zeer kritische makelaar, met veel ervaring. Doet zijn werk met veel plezier en laat zich eerlijk uit over alles, wat we heel prettig vonden. Ondanks zijn initiëletwijfel over de lokatie (buiten de ring) is hij er met de volle 100% ingegaan. Twan heeft veel werk verricht, en we zouden hem aan iedereen aanraden! ",9.8,30 January 2019
Borgdorff Makelaars Wateringen,Buy reviews,"Wij zij erg tevreden over de aankoop/verkoop makelaar. Goed bereikbaar, goede adviezen en er wordt een hoop uit handen genomen. Wij zijn nog bezig en kan ze bellen als ik een vraag heb. Borgdorff raden wij zeker aan.",9.0,30 December 2019
Borgdorff Makelaars Wateringen,Buy reviews,Met de makelaar de tweede keer het huis bekeken en de voor en nadelen besproken. Zeer deskundig en een erg goed advies meegekregen. Telefonisch was men goed op de hoogte van mijn situatie. Zeer prettig om mee samen te werken.,9.0,30 September 2019
Borgdorff Makelaars Wateringen,Buy reviews,Erg blij met de werkzaamheden van vivian. Ze was deskundig en goed bereikbaar. Ze wees ons op punten die wij zelf niet hadden voorzien en hielp mee met de beantwoording van alle vragen. Zij maakte het aankoopproces voor ons heel ontspannen. ,8.0,22 September 2019
Booij Makelaardij Amsterdam,Sale reviews,Booij makelaardij is een buitengewoon kundig en prettig makelaars kantoor. Bij een eventueel aankoop van een volgend huis zou ik zonder meer weer gebruik maken van deze makelaar. ,10.0,19 October 2017
Bliek Makelaars,Sale reviews,"Top makelaar in Den Haag. Yvo Bliek en zijn collega's zijn behulpzaam, deskundig en zeer prettig in de omgang. Niets is teveel. Ik zal Bliek Makelaars zeker aanbevelen bij vrienden en kennissen. ",10.8,7 June 2019
Bliek Makelaars,Sale reviews,"Zoals bij de verkoop van onze vorige woning, is ook deze verkoop weer een succes geworden. De deskundigheid van het gehele kantoor van Bliek Makelaars als wel de service, snelheid, nakomen van afspraken en ondersteuning maken dit kantoor tot een TOP-kantoor. Wij kunnen op basis van twee verkopen in drie jaar eenieder adviseren om, indien je voornemens bent om te gaan verkopen, dit te laten doen door Bliek Makelaars. En wat dit kantoor ook heel bijzonder maakt? Geen verborgen of bijkomende kosten!",10.8,6 June 2019
Bernheze Makelaars,Sale reviews,"Contacten met Makelaar waren goed, Ook een goede bereikbaarheid. Goede adviezen ivm de verkoop van de woning. Deskundige adviezen tbv verkoop van de woning.Ze begeleiden heel de verkoop. Foto's voor Funda worden professionele gemaakt. erg tevreden!!!Marktkennis is goed.",8.8,4 May 2019
Boomsma & Bruinsma Makelaars,Buy reviews,"Toine was 24/7 bereikbaar, heeft veel uitgezocht, en is meerdere keren erg kritisch geweest op huizen waar hij niet achter stond, ook als het voor hem makkelijker was om dat wel te kopen. Daarnaast heeft hij een erg goed netwerk, en kent hij veel mensen in deze wereld. Ik zou hem zeker weer vragen als ik een huis zou kopen.",9.8,16 November 2018
Boomsma & Bruinsma Makelaars,Buy reviews,Altijd bereikbaar! Zeer goed advies. Niet mee gaan in de huidige gekte! Onderhandeling voor prijs qua aankoop heel duidelijk gemotiveerd. Ook bij ondertekening van koopcontract zeer behulpzaam en goede tips. Met name met betrekking tot erfpacht!Zeer aan te bevelen. ,9.8,13 August 2018
Booij Makelaardij Amsterdam,Sale reviews,"Zeer bekwame makelaar! Prettig in het contact, vriendelijk en met aandacht voor de wensen van de verkoper. Mevr. Steers heeft ons zeer goed bijgestaan en wij zouden haar aan een ieder aanraden.",9.0,8 June 2017
Boomsma & Bruinsma Makelaars,Buy reviews,"Buying a house in Amsterdam is a challenging process these days, doing it while you are still living abroad makes it even more complexBut Toine (at Boomsma & Bruinsma) was the perfect fit. We had found the house we wanted to purchase ourselves, looked to close the deal and he came rightfully recommended! He gave us his honest opinion, discussing the pros and cons of the purchase, explained the process and the steps he would follow and the reasons behind them. Toine combines expert knowledge, the right (important) relations with stakeholders and negotiation savvy. More than that, he did not stop at closing the deal, giving us excellent support to get imperfections fixed still before the final transfer. So against all odds, we went from deciding to move to Holland to signing the purchase contract in 4 weeks - We would not have been able to do this without him!",10.8,18 July 2018
BMV Makelaars (vh. Strijbosch Thunnissen Arnhem),Sale reviews,"Hele fijne samenwerking gehad met onze makelaar Gerben en het kantoor, zowel voor de aankoop als de verkoop van ons huis. Er werd duidelijk gecommuniceerd en snel gehandeld. Alles werd van A tot Z goed geregeld, waardoor we vrijwel niks hoefden te doen. Door de deskundigheid en kennis van de makelaar was ons appartement binnen een week verkocht. ",9.5,24 October 2020
Boomsma & Bruinsma Makelaars,Buy reviews,"Betrokken makelaar, die heel ervaren is en ons daardoor heel goed kon helpen in het hele proces! Absolute aanrader!",10.8,15 May 2018
BMV Makelaars (vh. Strijbosch Thunnissen Arnhem),Sale reviews,Het contact met makelaar Marc Bakker verliep erg helder en snel. Dankzij zijn enthousiasme over de woning en duidelijke verhaal besloten om de woning door BMV makelaars te laten aanbieden. Uiteindelijk overtrof hij mijn verwachtingen zowel in snelheid als in uiteindelijk resultaat.,8.5,2 October 2020
Bob Hendriks Makelaardij,Sale reviews,"Bob, bedankt voor de professionele, snelle, nette, deskundige verkoop van onze woning! Op naar de aankoop van een nieuwe woning1,dank je wel ",9.0,16 July 2017
Bart Jansen Makelaars,Sale reviews,"Het contact verliep prima.En er werd ook gereageerd op vragen van mijn kant en ook teruggebeld op het moment,dat ik er om vroeg. ",8.0,6 September 2018
BMV Makelaars (vh. Strijbosch Thunnissen Arnhem),Sale reviews,Deze makelaar was erg goed op de hoogte van de actuele vraag naar ons type huis en de marktwaarde.Heldere uitleg over de verkoopstrategie en de procedure rond de verkoop.Ook de medewerkster op kantoor werkte erg nauwkeurig en handelde snel en adequaat.Goede bereikbaarheid en afspraken werden goed nagekomen.,8.5,1 October 2020
Bob Hendriks Makelaardij,Sale reviews,"Het kiezen van een makelaar is een gok. Dus wat heb ik gedaan, bij vier geselecteerde gerenommeerde makelaars een bezichtiging gedaan. Bob Hendriks stak daar met kop en schouder bovenuit. Daarna heb ik vier makelaars inclusief Bob Hendriks uitgenodigd om een offerte te maken. Het ging mij niet om de courtage maar om de betrokkenheid van het te verkopen object. Overigens de prijsstelling lag bij alle vier genodigden nagenoeg gelijk.Er zijn makelaars die 14 dagen later per mail vragen of er nog interesse is, of bij de bezichtiging steeds de bewoner erbij betrekken, of het gedrag van: voor jouw nog tien anderen, het is geen broodje kaas wat je aan de man brengt.Bob Hendriks onderscheid zich door vakkennis, benaderbaarheid, attent zijn, feet back, perfecte begeleiding tot en met aan de notaris toe. Ik kan alleen maar zeggen DOEN!.",10.0,23 May 2017
Bob Hendriks Makelaardij,Sale reviews,Makelaar Bob Hendriks is een professionele makelaar met een goede kennis van de markt en een uitgebreid netwerk in met name het hogere segment van de markt.Afspraken met deze makelaar worden stipt nagekomen en alle stukken worden keurig en tijdig verzorgd. Bereikbaarheid is goed. Wij hebben met deze makelaar tot op heden 3 transacties gedaan die allemaal tot onze tevredenheid zijn verlopen en bevelen hem graag aan. ,8.0,13 January 2017
Boek en Offermans Makelaars Heerlen,Sale reviews,"Toen ik in november 2019 besloot mijn woning te verkopen kreeg ik een aanbod van de makelaars in de omgeving. Met een paar van hen heb ik een afspraak gemaakt en tenslotte er een uitgekozen. Mede door deze voorkeuze is het proces op gang gekomen van wederzijds ""ja"" en verdere contacten verliepen ookplezierig. De heer Ronald Bartelt van de Makelaardij Boek 7 Offermans te Heerlen heeft de alle aankomende stappen uitstekend uitgelegd. Hij had altijd op al mijn telefonische vragen adequaat en passend antwoord gegeven. Ook de bezichtigingen verliepen correct en volgens afspraak. Met het buro van de makelaardij was ook goed en aangenaam contact. Kortom - een uitstekende ervaring.",9.5,17 April 2020
Bart Jansen Makelaars,Sale reviews,"De verkoop van onze woning is een hele strijd geweest, maar door de geweldige hulp, kennis en het doorzettingsvermogen van Bart en Goossen is het uiteindelijk gelukt.Eerlijke makelaars met veel ervaring , geduld, inzicht en een gezonde dosis humor. ",10.0,2 August 2018
Bart Jansen Makelaars,Sale reviews,"Echt een aanrader! Fijne laagdrempelige makelaar, voordeel is dat de financieel adviseur onder 1 dak zit waardoor de lijnen kort zijn. ",9.0,20 June 2018
BMV Makelaars (vh. Strijbosch Thunnissen Arnhem),Sale reviews,"Voor de tweede keer BMV makelaars benaderd voor de verkoop van een woning. Zeer prettig in de omgang, eerlijk en deskundig. Komen afspraken na en het contact verloopt soepel zowel met het kantoor als onze eigen makelaar Paul. Dit kantoor zou ik zeker aanraden.",9.5,21 September 2020
BMV Makelaars (vh. Strijbosch Thunnissen Arnhem),Sale reviews,"Het contact met BMV Makelaars is voor ons altijd prettig geweest! Samengevat werken ze bij BMV snel, geduldig, begripvol en overtuigend! Zelfs in een bijzondere tijd als deze, waarbij er wat minder contact op kantoren is hebben wij ons altijd welkom gevoeld. Geen vraag is raar en voor alles wordt tijd gemaakt. Heel fijn om direct contact te hebben met je “eigen” makelaar door gewoon een appje te sturen. BMV Makelaars en met name Gerben, bedankt!",10.5,21 September 2020
Barnsteen makelaars,Sale reviews,"Vanaf het eerste contact voelden wij ons direct op ons gemak en serieus genomen. Wij zijn geweldig begeleid bij de aankoop en verkoop. Barnsteen durft de tijd te nemen in deze hectische tijden op de woningmarkt; is persoonlijk, professioneel, zakelijk en deskundig.",9.5,17 May 2018
Bob Hendriks Makelaardij,Sale reviews,"Bob Hendriks is een erg plezierige makelaar om mee in zee te gaan. Hij denkt met je mee, heeft verfrissende ideeën over de beste manier om je huis ""verkoop-klaar"" te maken zonder dat het enorme kosten met zich mee brengt. Zeer professionele (video)presentatie en bijbehorende brochure. Tussentijds veel persoonlijk contact gehad over de ontwikkelingen........Kortom zeker aan te bevelen om te bemiddelen bij de verkoop van je woonhuis",8.0,22 December 2016
Boek en Offermans Makelaars Heerlen,Sale reviews,"Jeroen, Chantal en Chelsy; top geregeld! Wij zijn dan ook dik tevreden. Boven verwachting goed en vlot gegaan en verkocht binnen enkele dagen! Groetjes Wilma en Harrie",9.5,17 April 2020
Boek en Offermans Makelaars Heerlen,Sale reviews,"De makelaar was al bekend bij ons. We werden op een zeer professionele, maar ook persoonlijke en vriendelijke manier begeleid. De makelaar gaf waardevolle informatie over de prijsontwikkeling en het prijsgedrag in de loop van de verkoop. Dankzij hem hebben we de juiste beslissingen genomen over de verkoopprijs op het juiste moment. Uiteindelijk bevestigde de koper ons opnieuw dat we een zeer bekwame en vriendelijke makelar haden gekozen",9.5,13 April 2020
Boek en Offermans Makelaars Heerlen,Sale reviews,"Het contact met de makelaar en het kantoor verliep in het hele proces prima, snel en eerlijk! Makelaarskantoor Boek & Offermans Heerlen beveel ik zeker aan! ",9.5,6 April 2020
Bart Jansen Makelaars,Sale reviews,"Ik zou deze makelaar aanraden in verband met hun flexibele werkhouding. De afhandeling zou ik willen omschrijven als zeer correct. Ten aanzien van de kosten kan ik alleen maar zeggen, marktconform en iedere euro waard.Ik zou de volgende keer weer voor deze makelaar kiezen.",8.0,23 May 2018
Bart Jansen Makelaars,Sale reviews,"De makelaar heeft zich vanaf het begin enthousiast ingezet om mijn woning zo goed mogelijk te verkopen. Hij was betrokken, goed bereikbaar en het contact was persoonlijk. Hij stond altijd voor me klaar, schakelde snel en heeft de extra mile gemaakt. ",10.0,29 April 2018
Barnsteen makelaars,Sale reviews,"Goede makelaar, zeker aan te raden! Heeft ons goed begeleid in het verkoopproces en eruit gehaald wat kon!",10.5,9 May 2018
Barnsteen makelaars,Sale reviews,contact zeer goed. Betrokken en veel aandacht. Zelfs in de tijd dat er vanwege marktomstandigheden weinig animo was bleven zij meedenken en met ideeën komen.,8.5,30 April 2018
Barnsteen makelaars,Sale reviews,"Barnsteen is een goed georganiseerde makelaardij, prettig om mee samen te werken. Een persoonlijke aanpak. Leuke medewerkers. Servicegericht en komen hun afspraken gewoon na. Ze hebben ons nieuwe huis en ons huidige huis aan- en verkocht. We zijn dik tevreden over de service én over de prijs die we betaald hebben cq gekregen hebben.",8.5,10 April 2018
Bob Hendriks Makelaardij,Sale reviews,"Sympathiek persoon, behalve zakelijke aanpak ook plezierig in de omgang.Heeft ook adviezen gegeven ivm de aankoop van onze nieuwe woning.",9.0,20 December 2016
Boek en Offermans Makelaars Heerlen,Sale reviews,"uitstekend, regelmatig updates, feedback.Vriendelijk, deskundig, behulpzaam, meedenkend, klasse top",9.5,16 March 2020
Barnsteen makelaars,Sale reviews,"Bij de voorbereiding had ik al meteen, het advies dat ik had gekregen van een vriend die ook met makelaar Barnsteen had gewerkt, deze te nemen, bleek een goed advies. De benadering, hoe mijn huis in de verkoop te zetten en de professionaliteit waarmee dit ging is van hoge kwaliteit. Altijd goed bereikbaar bij vragen en een niet aflatende enthousiasme die ik niet had verwacht. Ik kom niet gauw tot een 10 op alle vlakken bij een beoordeling maar deze is zeker verdiend. Het advies dat ik kreeg wil ik zeker doorgeven aan een ieder die aan mij vraagt om een goede en betrouwbare makelaar.",10.5,6 April 2018
Borgdorff Makelaars Wateringen,Sale reviews,"Makelaar Vivian Kool heeft ontzettend goed begeleid bij de verkoop van onze woning. Vivian stond altijd open voor vragen en was goed bereikbaar.Tenslot een ervarende makelaar, ik zou deze maklaar zeker aanbevelen. ",10.0,2 November 2020
Borgdorff Makelaars Wateringen,Sale reviews,Contact met de makelaar was goed. Ook tijdens haar vakantie de zaken goed overgedragen aan ook een deskundige collega zodat alles netjes bleef doorlopen. Goed meegedacht en tips gegeven om verkoop te bevorderen.Via move kun je als verkoper alles volgen en een indrukkrijgen van hoe de makelaar de bezichtiging heeft ervaren. Ze denken niet in problemen maar in oplossingen.,9.0,8 October 2020
Borgdorff Makelaars Wateringen,Sale reviews,Alles is super goed en snel verlopen. Ze hebben er alles aan gedaan om het tip top in orde te krijgen. ,8.0,2 October 2020
Borgdorff Makelaars Wateringen,Sale reviews,"Wij zijn erg tevreden met de manier waarop het hele proces van a tot z is verlopen.Heel vriendelijk, behulpzaam en vooral deskundig! ",8.0,21 September 2020
Borgdorff Makelaars Wateringen,Sale reviews,"Het contact met demakelaar en de ondersteunende bureau-organisatie verliep professioneel en plezierig. Iedereen toonde een grote mate van inzet in combinatie met professionaliteit. De onderlinge communicatie kenmerkte zich door openheid en en enthousiasme. Die combinatie van professionaliteit, enthousiasme en openheid naar alle belanghebbenden heeft geresulteerd in een geslaagde verkoop. Een verkoop waarmee je tevreden kan zijn. ",9.0,30 August 2020
Boek en Offermans Makelaars Maastricht,Sale reviews,Na 8 jaar te koop te staan hebben heeft Stefan stijnsaltijd achterons gestaanen dat vinden wij er mooi van hem super!,8.5,26 October 2018
Boek en Offermans Makelaars Maastricht,Sale reviews,Een klantreis waar velen nog veel van zouden kunnen leren. Hele proces klopt van begin tot eind. Uitstekende communicatie tussentijds! Kundig en slagvaardig!,10.5,12 September 2018
Boek en Offermans Makelaars Maastricht,Sale reviews,Na een goede introductie en gesloten overeenkomst waren er steeds plezierige en steeds correcte / snelle contacten. Daarin ging het niet alleen om de zakelijke maar ook om de gevoelsmatige aspecten die bij een woningverkoop komen kijken.Warm aanbevolen !,9.5,3 May 2018
Boek en Offermans Makelaars Maastricht,Sale reviews,"Een hobbelig proces om je woning te verkopen. Een echte stuiter periode, waarbij de communicatie van de makelaar moet kloppen. Mijn makelaar heeft veel vertrouwen geboden in zowel de verkoop als aankoop van mijn/onze woning. Veel kennis wat er leefde in de woningmarkt en vooral koelbloedige, menselijke en stabiele adviezen en beslissingen, die straks onze droom gaat waar maken. Immers een huis is het thuis gevoel dat geborgenheid moet bieden en deze makelaar heeft ons daar fantastisch in geholpen! Wij zijn hem zeer dankbaar!",9.5,2 February 2018
Boek en Offermans Makelaars Maastricht,Sale reviews,Leuke spontane medewerkers. Professionele makelaar. Snelle verkoop voor een wenselijke prijs!! Fijne samenwerking.,9.5,28 December 2017
Bles & Van der Does Makelaardij B.V.,Buy reviews,"Door Marco Smit van Bles en van der Does prima begeleid tijdens het hele traject van deaankoop van mijn woning, alles is top verlopen!",10.0,17 June 2019
Bles & Van der Does Makelaardij B.V.,Buy reviews,We hebben op afstand een aankoopmakelaar gezocht die ons heeft geholpen een appartement te kopen wat onze kinderen gaan bewonen. Wij wonen zelf aan de andere kant van NL en onze kinderen hebben met de makelaar verschillende objecten bekeken en dan met ons afgestemd of en zo ja welk bod we zouden doen. Het contact was prettig en heel direct. Altijd de zelfde dag nog. De deskundigheid was voor ons vooral ook in het kritisch meekijken naar niet alleen het object maar ook de kwaliteit van het appartement en de gezondheid van de vve. Tevens wist hij waarom bepaalde objecten beter niet door ons aangekocht moesten worden die voor ons op afstand wel aantrekkelijk leken. De afwikkeling is ook zeer prettig verlopen mede door de kritische blik naar het ( voorlopig) koopcontract en de laatste blik bij het afschouwen. Wij zijn zeer te spreken over deze dienstverlening. Echt Top!,9.0,15 March 2019
Bles & Van der Does Makelaardij B.V.,Buy reviews,De service was en bezichtigin metde makelaar was erg goed en deskundig advies was goed ook en deze makelaar is goed om aan tebevelen,9.0,2 January 2019
Bles & Van der Does Makelaardij B.V.,Buy reviews,Prima begeleiding van Marco Smit van Bles en Van der Does bij de aankoop van het huis! Alles is soepel verlopen!,10.0,11 December 2018
Bles & Van der Does Makelaardij B.V.,Buy reviews,Vriendelijke deskundige makelaar die goed bereikbaar is. Goede begeleiding tijdens de bezichtigingen. Top service!,10.0,29 November 2018
Borghouts Makelaars b.v.,Sale reviews,"Goede en heldere begeleiding , duidelijke afspraken, professioneel maar wel met de benodigde persoonlijke touch. Zeer tevreden! ",10.0,14 October 2020
Borghouts Makelaars b.v.,Sale reviews,"Het gehele traject prima begeleiding, duidelijke uitleg en altijd bereikbaar in geval van vragen of advies. Naast een prima service ook een persoonlijke en open wijze van communiceren. Allemaal erg prettig in een traject waar toch het nodige bij komt kijken. Ik ben uiterst tevreden over de complete dienstverlening van Borghout Makelaars b.v. en kan iedereen hun dienstverlening van harte aanbevelen.",10.0,27 September 2020
Borghouts Makelaars b.v.,Sale reviews,"Wij hadden vanaf het begin vertrouwen in makelaar Nico. Hij heeft de verkoop van onze woning uitstekend geleid, hield frequent contact met ons voor overleg en was goed bereikbaar.Nico zette er vaart achter, pakte door en de verkoop van onze woning verliep dan ook soepel. De andere medewerkers van het makelaarskantoor zijn eveneens vriendelijk en behulpzaam. ",9.0,21 September 2020
Borghouts Makelaars b.v.,Sale reviews,Het contact verliep heel soepel en deskundig. Snelle reactie op vragen en afwikkeling.Een fijne plezierige communicatie. Zeer behulpzaam en meedenkend. Voorkomend en correcte benadering. Een absoluut aan te bevelen makelaar met kennis van zaken. Goed advies waar nodig. Hele prettige medewerker op het kantoor. ,8.0,26 July 2020
Borghouts Makelaars b.v.,Sale reviews,"Zeer kundige makelaar, betrouwbaar en zeer klantgericht. Neemt altijd de telefoon op en houdt je proactief op de hoogte van de ontwikkelingen. Realistisch en objectief advies. Ook de medewerkers op kantoor waren zeer vriendelijk en service-gericht.",10.0,16 July 2020
Borgdorff Makelaars Wateringen,Buy reviews,"Niet voor niets zocht ik weer contact met Borgdorff, die mij 3 jaar geleden geholpen heeft met de koop van een appartement en de verkoop van mijn appartement.Ik ben heel erg enthousiast over de werkwijze, bekwaamheid en de communicatie!Ook nu weer in een korte tijd het appartement gevonden,dat aan mijn wensen voldoet.Ook de verkoop van mijn huis verliep volgens plan!Ik heb Martijn Borgdorff dan ook aan kennissen aanbevolen!",9.0,10 July 2019
Borgdorff Makelaars Wateringen,Buy reviews,Goede persoonlijke begeleiding en fijne communicatie met de makelaar. Neemt de tijd om goed alles helder te maken en kan het goed overbrengen.,10.0,2 May 2018
Borgdorff Makelaars Wateringen,Buy reviews,"Borgdorff makelaars zijn zeer deskundig, vriendelijk en denk mee met de klant. Echt een aanrader. ",9.0,23 November 2017
Borgdorff Makelaars Wateringen,Buy reviews,Het verliep allemaal netjes en liep allemaal op rolletjes. Altijd bereikbaar zelfs in het weekend als nodig echt top! ,8.0,30 July 2017
Borgdorff Makelaars Wateringen,Buy reviews,"Ruime expertise, alles in goed overleg gegaan. Toegankelijk en bereikbaar. Tevreden over verloop van onderhandelingen.",8.0,18 August 2016
Bernheze Makelaars,Sale reviews,"Het contact verliep goed. Hij kwam zijn afspraken goed na en de bijeenkomsten op hun kantoor verliepen nuttig en goed,",8.0,18 April 2019
Bernheze Makelaars,Sale reviews,Wij hebben het contact als zeer vriendelijk ervaren en konden duidelijke afspraken maken. We hebben goed deskundig advies gehad en Lesley Bardoel heeft accuraat gehandeld. Hij was altijd goed bereikbaar. Uiteindelijk met een zeer goed resultaat.,8.0,13 April 2019
Bernheze Makelaars,Sale reviews,"Fijne makelaar met persoonlijk contact, geven richting en sturing maar laten mij ook vrij in het maken van definitieve keuzes. Deze samenwerking heeft uiteindelijk geleidt tot een positief resultaat. Zeer tevreden!",9.0,18 March 2019
