SalesAgent,ReviewType,Reviews,ReviewScore,ReviewDate
ABO Makelaars Peter de Vries,Sale reviews,"Ik kende de makelaar al voordat ik met makelaar P. de Vries in zee ging. Vakkundig man, weet waarover hij praat, hield mij altijd goed op de hoogte, (ook met het tijdelijke verhuur van mijn woning wat hij regelde), regelde alles op vakkundige wijze. Een goede makelaar.",8.5,10 December 2013
ABO Makelaars Peter de Vries,Sale reviews,Goede service. Prettige samenwerking. Snelle verkoop van mijn appartement.Wat wil je nog meer... ,8.5,2 December 2013
ABO Makelaars Peter de Vries,Sale reviews,Prima makelaardij.Hield zich keurig aan de afspraken en opereerde deskundig op de huidige huizenmarkt.,8.5,27 November 2013
Anja van de Ven Makelaardij,Sale reviews,Zeer prettig contact. Weet bij kopers de juiste toon te raken. Voelt alles goed aan. Overall erg tevreden! ,8.8,1 December 2020
Anja van de Ven Makelaardij,Sale reviews,"Had wat meer communicatie initiatief verwacht rondom voortgang, bijvoorbeeld verslag van bezichtigingen (was beloofd via email maar nooit ontvangen). Daarentegen als ik zelf contact opnam werd er uitvoerig tijd genomen en duidelijke gecommuniceerd, dus dat was prima.Verder niet zo'n goede ervaringen met styliste, zeggen dat ""aankleding van huis niet het elan heeft van wat je in deze prijsklasse zou verwachten"", dan beloven dat huurkosten van vloerkled(en) ""tientjeswerk"" is. Vervolgens een offerte sturen van 500euro voor een pakket wat we niet besproken hadden.",7.8,30 November 2020
Anja van de Ven Makelaardij,Sale reviews,"Zeer deskundige makelaar die verkoper volledig ontzorgd. Anja heeft een zakelijke aanpak met hart en oog voor de mens (zowel richting koper als verkoper). Als onderdeel van haar aanpak geeft een stylist tips hoe de woning het beste gepresenteerd kan worden, dit was voor ons echt een meerwaarde. ",9.8,2 November 2020
Anja van de Ven Makelaardij,Sale reviews,Anja heeft veel kennis van de Eindhovense woningmarkt. Blokt tijd om dedicated met de verkoop van het huis bezig te zijn.,8.8,25 October 2020
Anja van de Ven Makelaardij,Sale reviews,"Dit is de 2e keer dat we ons huis snelverkocht hebben door Anja. Ze is zeer deskundig,goede prijs/kwaliteitverhouding,erg betrokken. Ook het contact met Emmie is erg prettig. We zouden zo weer ons huis via Anja laten verkopen. ",9.8,24 October 2020
AMB Makelaars 's-Hertogenbosch I Qualis,Sale reviews,"Het contact met de makelaar was vriendelijk. Wat ik gemist heb bij deze makelaar was zijn persoonlijke betrokkenheid.Denk dan ook dat hij daar absoluut geen tijd voor krijgt, dit ook door het wegvallen van een collega,2 jaar geleden.",7.3,4 August 2020
AMB Makelaars 's-Hertogenbosch I Qualis,Sale reviews,"Zeer tevreden over AMB makelaars !! Fijn contact gehad met Koen en Naomi alles afgesproken zoals de bezichtigingen, foto’s zijn echt van TOP kwaliteit zeer ervaren fotograaf die alles tot in de puntjes verzorgd! Daarnaast heeft Koen mijn appartement binnen 2 dagen verkocht voor de prijs die ik in gedachte had en met de beste voorwaardes ! Mocht ik ooit weer gaan verhuizen dan zou ik zeker bij jullie terug komen! Dankjewel voor het resultaat en de ondersteuning van de verkoop! ",10.3,3 August 2020
AMB Makelaars 's-Hertogenbosch I Qualis,Sale reviews,"Koen and Noami helped us a lot, giving us many advises and always willing to help when we have any problems. We really appreciate their help to sell out our apartment. ",10.3,27 July 2020
AMB Makelaars 's-Hertogenbosch I Qualis,Sale reviews,Voorbereidingen en verloop van de verkoop verliep goed. Fijne makelaar. Communicatie verliep heel soepel. Het appartement werd voor het gewenste bedrag verkocht. Alles verliep zoals gewenst. Niets op op of aan te merken. ,10.3,17 July 2020
AMB Makelaars 's-Hertogenbosch I Qualis,Sale reviews,Ons huis is snel verkocht. We werden na de bezichtigingen op de hoogte gehouden van wat de kijkers van het huis vonden.Vanwege de grote belangstelling op ons huis in overleg met de makelaar besloten om voor bieden dmv inschrijven te kiezen en dit kwam uit op een snel en prachtig resultaat. Zeer tevreden!,9.3,17 July 2020
AMB Makelaars Vught I Qualis,Sale reviews,"Fijne, toegankelijke en deskundige makelaars. Ze zijn realistisch en duidelijk in de communicatie. Je weet waar je aan toe bent en zaken zijn bespreekbaar. Erg flexibele opstelling, reageren snel en administratief wordt alles ook vlot opgepakt. Zeer tevreden! ",9.0,31 July 2020
AMB Makelaars Vught I Qualis,Sale reviews,"Ik heb AMB ervaren als een professionele partij, die lokaal goed vertegenwoordigd is. Alles was snel geregeld en dat heb ik als positief ervaren.",6.0,29 October 2019
AMB Makelaars Vught I Qualis,Sale reviews,"Voor mij zou het fijn zijn geweest als men ook in de beginfase iets meer aan de verkoop zou hebben gedaan, met wat meer terugkoppeling. Uiteindelijk ben ik blij geduld te hebben kunnen opbrengen om tot overeenstemming te komen. ",10.0,13 August 2019
AMB Makelaars Vught I Qualis,Sale reviews,Het contact met de makelaar verliep vanaf het eerste moment soepel. De makelaar en zijn kantoor waren altijd telefonisch en via de mail goed bereikbaar voor vragen. Na elke bezichtiging volgde een realistische terugkoppeling. Een groot pluspunt is de tips van de stylist die heldere tips gaf voor een beter resultaat bij de woningpresentatie. Ook het team wat door de makelaar is ingeschakeld voor het inmeten en fotograferen/filmen van de woning zijn erg vriendelijk en leveren prima werk. ,9.0,12 July 2019
AMB Makelaars Vught I Qualis,Sale reviews,"Het hele traject van A tot Z is soepel en snel verlopen. We zijn gedurende het hele traject goed op de hoogte gebracht van alle ontwikkelingen. Snelle, vriendelijke en deskundige ondersteuning gehad van zowel de makelaar als de binnendienst!",8.0,27 June 2019
Aelmans Rentmeesters- & Makelaarskantoor B.V.,Sale reviews,Omdat het een zeer moeilijk te verkopen object betrof wil ik met name de zeer goede begeleiding van de heer Vroonen vermelden. Ook de administratieve opvolging was prima.Met dank !,8.8,1 November 2018
Aelmans Rentmeesters- & Makelaarskantoor B.V.,Sale reviews,Prettige en correcte contacten. Betrokkenheid en beschikbaarheid om af te stemmen. Breed netwerk in voordeel van klant,8.8,15 October 2018
Aelmans Rentmeesters- & Makelaarskantoor B.V.,Sale reviews,Het contact liep uitstekend goede communicatie tussen de makelaar en verkoper goede hulp en advies aangeboden,9.8,26 September 2018
Aelmans Rentmeesters- & Makelaarskantoor B.V.,Sale reviews,"Prima contact met Aelmans: concrete adviezen, snelle reactie tijd, deskundige waardering. Al met al een prima ervaring en zeer tevreden.",8.8,11 September 2018
Aelmans Rentmeesters- & Makelaarskantoor B.V.,Sale reviews,"het contact met met onze makelaar was gewoon uitstekend , en hun Kantoordames idem Heer hebben ons vakkundig bijgestaan als we iets niet wisten hoe het moest gebeurendaarvoor onze dank.",9.8,6 September 2018
Aerssens & Partners makelaars en taxateurs,Sale reviews,"Contact met makelaar was prima,zijn goed geholpen,als er iets was konden we bellen en werden we verder geholpen.Alleen maar goed,we zijn tevreden.M.v..g.",9.0,2 August 2018
Aerssens & Partners makelaars en taxateurs,Sale reviews,"Ik heb op een heel fijne manier zaken gedaan met de makelaar (Mark) Zeer zeker daar er begrip was ivm het overlijden van mijn moeder en daardoor de woning verkocht werd. Alles werd mij goed en duidelijk uitgelegd. Ook ondervond ik veel steun en begeleiding ivm de administratieve afwerkingen die alles met de verkoop te maken hadden. Persoonlijk van mij uit, een aanrader.",10.0,27 July 2018
Aerssens & Partners makelaars en taxateurs,Sale reviews,Tijdens het kennismakingsgesprek gaf meneer Aerssens een duidelijke presentatie hoe alles er op de site uit kan komen te zien. Met een rustige en heldere uitleg werd al snel duidelijk dat we bij dit kantoor onze woning te koop wilden aanbieden. Hij heeft een jarenlange ervaring in de lokale woningmarkt. De andere medewerkers zijn ook heel prettig in de omgang. Wanneer je vragen of suggesties hebt wordt daar altijd serieus mee omgegaan. Naar de wensen van de klant wordt echt gekeken. Met de supersnelle verkoop van ons appartement kunnen we alleen maar tevreden zijn!,10.0,4 June 2018
Aerssens & Partners makelaars en taxateurs,Sale reviews,"Ik ben zeer tevreden over de geboden service.Voor Vlissingen en omgeving de aangewezen makelaar, veel professioneler als de meeste andere.",8.0,2 June 2018
Aerssens & Partners makelaars en taxateurs,Sale reviews,"Arthur Aerssens was mijn contactpersoon. Hij zelf is goed bereikbaar en aanspreekbaar. Zijn team op kantoor zorgt voor een vlotte afhandeling van werkzaamheden.Uiteindelijk is het huis binnen 24 uur na online gaan, het bord stond nog niet eens in de tuin (!), al verkocht. Natuurlijk ben je dan extra positief maar ook in de voorbereiding kreeg ik een zeer goed gevoel over de aanpak en inspanningen die ze leverden.",10.0,2 June 2018
Angela den Hartog makelaardij o.g.,Buy reviews,Angela is een betrokken makelaar.Fijn in de omgang en heeft duidelijk verstand van zaken.Heel correct.Afspraak is afspraak.Ze vergeet niets.Je kan er op vertrouwen en op bouwen.,9.0,8 December 2015
Ameo Makelaars & Taxateurs - Amsterdam West,Buy reviews,"Thijs Waals (this is the name of our agent) is an excellent professional. He has both high experience and knowledge of the market and very good soft skills (communication, sensitivity, loyalty). We have created a very good link with good reciprocal trust. I guess this is not easy to find. ",9.3,26 January 2018
Angela den Hartog makelaardij o.g.,Buy reviews,"Dit was mijn eerste ervaring met een aankoop makelaar en ik kan niet anders zeggen dat het erg goed is bevallen.Angela heeft al haar deskundigheid ingezet om ons zo goed mogelijk te begeleiden met de aankoop van ons huis. Ik zou haar zeker aanbevelen bij familie, vrienden en kennissen. ",9.0,17 October 2014
Ameo Makelaars & Taxateurs - Amsterdam West,Buy reviews,"Wij kunnen alleen maar positief zijn over Thijs Waals, hij is deskundig, betrokken en toegankelijk als makelaar. ",9.3,13 December 2017
Ameo Makelaars & Taxateurs - Amsterdam West,Buy reviews,"Onze makelaar Thijs, was prettig in de omgang, deskundig en hulpvaardig. Een prima makelaar om mee samen te werken. Wij zijn uitermate tevreden over de begeleiding in het vinden en aanschaffen van een nieuwe woning. ",8.3,11 July 2017
Ameo Makelaars & Taxateurs - Amsterdam West,Buy reviews,Zeer fijne samenwerking in deze toch belachelijke markt..Geduld maar ook daadkracht was gewenst. Dit werd dan ook geboden door onze makelaar!,9.3,15 June 2017
Ameo Makelaars & Taxateurs - Amsterdam West,Buy reviews,"Bij AMEO kun je met zeer deskundige blik hulp verwachten bij het zoeken en aankopen van het huis, zelfs in deze moeilijke tijden in het gekke vastgoedwereldje van amsterdam",8.3,2 February 2017
Appelman & Deutekom NVM makelaars,Buy reviews,"Martijn Appelman van Appelman en Deutekom heeft mij uitstekend begeleid bij de aankoop van de nieuwe woning. Dankzij zijn deskundige advies en contact met de verkopende partij kon ik het huis uiteindelijk aankopen. Het traject was spannend, maar met de correcte hulp is er een hele zorg uit handen genomen. ",10.0,3 November 2020
Appelman & Deutekom NVM makelaars,Buy reviews,"Iemand die je zelfs op zijn vrije dag te woord staat! Grote klasse, met de ‘doe maar gewoon dan doe je al gek genoeg’ mentaliteit. Nou dat hebben wij wel anders meegemaakt in het verleden. Bij Appelman/Deutekom staat het belang van de klant ver bovenaan. Geen kapsones, eerlijk, ontzettend attent en gewoon toppers met alle kennis in huis die je verwacht van een makelaarskantoor. ",10.0,4 February 2020
Appelman & Deutekom NVM makelaars,Buy reviews,"Dhr Rick Deutekom is een zeer prettige en betrokken makelaar, maakt altijd tijd vrij om je te woord te staan en denkt altijd goed mee. Heeft kennis van zaken in het bijzonder op technisch gebied. ",9.0,11 September 2019
Appelman & Deutekom NVM makelaars,Buy reviews,"Zeer deskundige makelaars! Ze denken met je mee, en doen niet aan ""mooie"" praatjes. Goede onderhandelingen! Oplossingsgericht, creatief en goede kennis van de markt. Wij bevelen Appelman en Deutekom makelaars van harte aan!",10.0,29 August 2019
Appelman & Deutekom NVM makelaars,Buy reviews,Prettig contact en snelle acties. Kon altijd appen en werd snel terug gebeld. Dankzij het goede advies hebben wij een goede deal kunnen doen! Bedankt tot zover. ,10.0,5 April 2019
Appelman & Deutekom NVM makelaars,Sale reviews,Rik Deutekom van Appelman & Deutekom Makelaars heeft ons uitstekend begeleid bij de verkoop van onze woning. Hij kent de doelgroep goed en heeft onze woning in Oudkarspel snel en tegen goede voorwaarden verkocht. Graag tot de volgende keer.,9.3,27 October 2020
Appelman & Deutekom NVM makelaars,Sale reviews,"Contact verliep goed, goede begeleiding en uitleg gekregen over de wegen die bewandeld moesten worden. Attent, meelevend en zeer professioneel. Komen de gemaakte afspraken na en houden de verkopers goed op de hoogte. Zou ze absoluut aanraden, sterker nog, allang gedaan! ",9.3,16 July 2020
Appelman & Deutekom NVM makelaars,Sale reviews,"Snel en super service, alles werd heel snel geregeld, mooie foto's, klant vriendelijk. Goed contact.",10.3,16 July 2020
Accolade Makelaars,Sale reviews,Het contact met de makelaar verliep zeer voorspoedig.Ze begrepen onze wensen zodat de verkoop zeer snel verlopen is op een hele fijne en vriendelijke manier.Ze zijn vakkundig te werk gegaan en hebben goed naar ons geluisterd en ons daarmeegeweldig geholpen.Het huis was snel verkocht in een goede samenwerking.Bedankt medewerkers accolade Bergen NH,10.0,7 September 2018
Accolade Makelaars,Sale reviews,"Het was een ingewikkelde zaak, met de eigenaars allemaal in het buitenland. Maar er werd steeds goed kontaktgehouden. Ook was de samenwerking met de eigenaars' vertegenwoordigers en notarissen uitstekend. ",10.0,23 March 2018
Appelman & Deutekom NVM makelaars,Sale reviews,Onze makelaar was terzake kundig en bepaalde de juiste verkoopprijs en strategie. Onze woning is prima verkocht.,8.3,28 April 2020
Appelman & Deutekom NVM makelaars,Sale reviews,"No-nonsens en lekker to the point, dat is Rik Deutekom: ""mijn"" makelaar!Rik is bovendien een echte doorpakker en heeft veel kennis van zaken. Zijn creatieve werkwijze maakte de verkoop van mijn huis tot een succes, waarbij ik totaal werd ontzorgd. Ook Martijn Appelman en de dames op kantoor staan altijd voor je klaar waardoor het plezierig zaken doen is met hen.",10.3,16 April 2020
Accolade Makelaars,Sale reviews,Wij werden prima op de hoogte gehouden en geïnformeerd. Makelaar denkt goed mee en komt ook met alternatieve ideeën.,10.0,15 March 2018
Accolade Makelaars,Sale reviews,Het contact met de makelaar verliep goed. De fotos waren mooi. Het advies dat wij van de makelaar kregen was nuttig en hulpvol.,8.0,19 February 2018
Accolade Makelaars,Sale reviews,"De samenwerking was super! Ze waren voor ons zowel de aankopende als verkopende makelaar en we zijn heel erg blij dat we voor Accolade hebben gekozen. De service was perfect, ze hebben ons goed advies gegeven en ons heel goed bijgestaan tijdens de onderhandelingen. We kunnen Accolade echt aan iedereen aanraden!",10.0,2 February 2018
Ab Gaasbeek Makelaardij,Sale reviews,Prima en deskundige begeleiding. Altijd bereikbaar en de communicatie verliep heel goed. Duidelijke en eerlijke informatie en goede tips en service.,9.5,24 January 2019
Ab Gaasbeek Makelaardij,Sale reviews,Het contact met de makelaar hebben we als zeer prettig ervaren. Hij is deskundig en ging voortvarend te werk.Hij is zeer goed op de hoogte van het woningaanbod in Renswoude.Wij hebben daardoor ons huis zeer snel verkocht.,9.5,3 January 2019
Ab Gaasbeek Makelaardij,Sale reviews,De verkoop van huidige woning en aankoop nieuwe woning zijn beide vlekkeloos verlopen dankzij Ab en zijn vrouw. DeKorte lijnen en duidelijkheid worden zeer gewaardeerd!,9.5,24 December 2018
Aerdenhout & Omstreken,Sale reviews,Deze makelaar heeft het hele verkooptraject goed begeleid.Samengevat was ik zeer tevreden over deze makelaar.,8.0,20 October 2015
Aerdenhout & Omstreken,Sale reviews,"Prima, veel bezichtigingen, leek op gegeven moment beetje teveel! Goede begeleiding, goede informatie. Prima foto reportage! Aanrader!",8.0,11 August 2015
April Makelaars Woerden B.V.,Sale reviews,Wij hebben vier makelaars beoordeeld op de verkoopstrategie voor ons huis. April makelaars stak qua marketingplanmet kop en schouders boven de anderen uit.,9.0,10 November 2020
April Makelaars Woerden B.V.,Sale reviews,April Makelaars is een fijn bedrijf die goed hun afspraken nakomen en goed bereikbaar zijn via telefoon of mail. Verkoopproces verliep vlot en de makelaar bleek prima in staat om alles in goede banen te leiden. Ik werd regelmatig op de hoogte gehouden en ook de begeleiding bij het verkoopklaar maken van mijn huis was erg prettig.,9.0,11 March 2020
Aerdenhout & Omstreken,Sale reviews,"Ondanks de tegenvallende markt, en 'moeilijke' locatie, wist Aerdenhout & Omstreken mijn huis toch voor een goede prijs te verkopen.",7.0,2 June 2015
Ab Gaasbeek Makelaardij,Sale reviews,zeer prettigesamenwerking.De makelaar wees onsterecht op een aantal verbeterpunten voor de verkoop.Dit had ook gelijk succes.Wij bevelen deze makelaar aan !,9.5,24 December 2018
Ab Gaasbeek Makelaardij,Sale reviews,"Goede kennis van het dorp, alle nieuwbouw in het dorp en daardoor alle woningen in het dorp. Qua kosten is hij goedkoper dan gemiddeld in Nederland.",8.5,8 December 2018
ABO Makelaars Peter de Vries,Sale reviews,"Door goede inzet in de markt is ons huis snel verkocht, zelfs in deze markt kan dat dus! Realistische vraagprijs met daarna goeie onderhandelingen zorgen voor een uitstekend resultaat.",8.8,11 June 2013
ABO Makelaars Peter de Vries,Sale reviews,Te weinig initiatief van makelaar om tot betere verkoopmogelijkheden te komen. Betrokkenheid kan beter. Geen evaluatie. Geeft aan te berusten in de marktsituatie in plaats van mensen een hart onder de riem te steken.,6.8,15 April 2013
Anja van de Ven Makelaardij,Buy reviews,"Makelaar Anja van de Ven heeft ons perfect bijgestaan bij de aankoop van onze nieuwe woning.Alle lof voor deze makelaar!!! Zowel als verkoopmakelaar in 2016 als nu in 2017 als aankoopmakelaar heeft ze wederom puik werk geleverd. Ze is zeer deskundig, doortastend en gaat op haar eigen charmante wijze om met (potentiële) kopers en verkopers. Chapeau Anja!",10.0,2 October 2017
Anja van de Ven Makelaardij,Buy reviews,Zeer deskundige makelaar die ook goed meedenkt en dus goed kan inschatten wat er nodig is om een goede koop te vinden.,9.0,9 August 2017
Anja van de Ven Makelaardij,Buy reviews,Vanwege het feit dat ik geen rijbewijs heb heeft Anja van de Ven mij op het station opgehaalt met de auto om 4 huizen te bezichtigen. Super !!!,7.0,20 June 2017
Anja van de Ven Makelaardij,Buy reviews,"Anja is bij de onderhandeling niet nodig geweest ivm de huidige markt, maar heeft ons wel steeds goed geadviseerd over reële prijzen en toestand van de huizen de we bezichtigd hebben. Ook is ze steeds bij de bezichtigingen aanwezig geweest en stelde voor ons steeds de vragen waar we zelf niet over na hadden gedacht. Haar bereikbaarheid en service zijn steeds erg goed geweest. Anja is open, eerlijk en direct. Erg prettig! ",8.0,31 March 2017
Anja van de Ven Makelaardij,Buy reviews,"Prima onderhandelingen, dicht in de buurt, ervaren makelaar met NVM keurmerk. Goede contacten via subcontractors (technische keuring).",8.0,6 September 2016
Adfinis Makelaars,Sale reviews,Elke stap of ontwikkeling in het bezichtigings/ verkoopproces werd direct adequaat teruggekoppeld. We werden altijd op de hoogte van actuele zaken gehouden. Deze partij kan snel schakelen en is goed bereikbaar. Prettige omgang met medewerkers van Adfinis. Topclub!,9.3,28 November 2018
Adfinis Makelaars,Sale reviews,Prima en snel contact van goede kwaliteit. Vragen werden to the point beantwoord en er werd deskundig meegedacht met mijn onderhandelingstactiek.,7.3,27 November 2018
Angela den Hartog makelaardij o.g.,Sale reviews,"De makelaar, Angela den Hartog, heeft ons zeer kundig en professioneel begeleid.Wat bijzonder opviel is de pro-activiteit naar zowel ons als verkopende partij, als naar de markt. Ook communicatief verdient Angela den Hartog een bijzonder compliment.Angela en haar team bevelen wij van harte aan, aan een ieder die zijn huis te koop wil aanbieden.",9.0,24 November 2020
Adfinis Makelaars,Sale reviews,Het intakegesprek was prettig. De verstrekte informatie duidelijk. Het verkoopproces is positief verlopen met als resultaat een prima verkoopprijs.De makelaar hield ons goed op de hoogte.,9.3,25 November 2018
Adfinis Makelaars,Sale reviews,Ik doe al jaren zaken met Adfinis en dat is niet voor niets. Ze zorgen altijd voor dat alles top wordt geregeld!!!,9.3,9 November 2018
Adfinis Makelaars,Sale reviews,"2 jaar verder en 30 bezichtigingen begeleid!! Af en toe een klein schoonheidsfoutje in de communicatie (opzeggingen van bezichtigingen), dit kan nog wat beter.",7.3,5 November 2018
Angela den Hartog makelaardij o.g.,Sale reviews,"perfecte bediening, service, uitleg. Rustig en goed gemotiveerd.Kent de markt goed. Zeer representatief",10.0,19 November 2020
Angela den Hartog makelaardij o.g.,Sale reviews,"De dames zijn een top team! Goed en deskundig advies, maar vooral super leuke dames met een menselijke touch! We hebben genoten van het hele process, ook al was dit deze keer maar heel kort :)In een woord 'geweldig'!",10.0,11 November 2020
Angela den Hartog makelaardij o.g.,Sale reviews,Heel professioneel en waar nodig ook kritisch. Geen loze beloftes en grote commitment. Uitstekende feedback na elke bezichtiging. Goede adviezen en begeleiding. Goed op de hoogte van de (lokale) markt.Zonder twijfel aan te raden als uw (aankoop/verkoop) makelaar.Het contact verliep vanaf het eerste moment zeer prettig. Er wordt goed aandacht gegeven aan zowel de koper als verkoper. Een professioneel koppel. Ook voor de (aspirant) kopers moet de ervaring uitstekend geweest zijn gezien de reacties achteraf.Doen wat ze beloven!,9.0,6 November 2020
Angela den Hartog makelaardij o.g.,Sale reviews,Het contact verliep goed. Korte lijnen. Heel behulpzaam naar het zoeken van oplossingen. Prettige begeleiding. Kan deze makelaar zeker aanbevelen. Werd goed op de hoogte gehouden van de ontwikkelingen. Kwam haar afspraken na. Ook als ze niet te bereiken was werd ik altijd teruggebeld.Ook als ik zelf iets niet kon regelen zorgde ze dat het geregeld werd. ,8.0,12 August 2020
AMB Makelaars 's-Hertogenbosch I Qualis,Sale reviews,"Prettig contact met de makelaar, snelle verkoop in Coronatijd, goede adviezen, realistische adviesverkoopprijs.integer kantoor. ",7.5,1 July 2020
AMB Makelaars 's-Hertogenbosch I Qualis,Sale reviews,"We waren het beide snel eens over de vraagprijs, en de werkwijze. Bij iedere stap netjes begeleid en geadviseerd. Al met al een goede samenwerking, van begin tot het eind, ik ben erg tevreden met deze makelaar. Zeker aan te bevelen.",10.5,5 May 2020
AMB Makelaars 's-Hertogenbosch I Qualis,Sale reviews,Wij hadden een prettig contact.Met alle vragen kon ik terecht geen moeite was te veel. Ook was er altijd tijd en ruimte om persoonlijk even bij te praten.Ook het zicht en deskundigheid op de huizenmarkt was heel goed.Kortom heel tevreden.,9.5,13 April 2020
AMB Makelaars 's-Hertogenbosch I Qualis,Sale reviews,"Wij zijn super tevreden over de makelaar, hij heeft ons goed begeleid, en hijverstaat zijn vak, wij kunnen hem aan iedereen aan bevelen.",10.5,28 February 2020
AMB Makelaars 's-Hertogenbosch I Qualis,Sale reviews,"Super tevreden!!Prettige communicatie, goede begeleiding van Koen en zijn team in het verkoopproces. Prachtig resultaat.!",10.5,11 February 2020
Antoon Verkaik Makelaardij o.g.,Buy reviews,"Antoon is vanaf het begin duidelijk en concreet geweest in wat hij voor ons kon betekenen en zou doen. Dit heeft hij volledig waargemaakt, met als resultaat een huis dat volledig naar onze zin is en zijn prijs waard is. Scherpe blik en kritische vragen tijdens bezichtigingen, heldere adviezen over woningen die we aandroegen en/of bezocht hebben.Naast persoonlijk en telefonisch contact, liep de communicatie ook via een eigen WhatsApp-groepje. Hadden we vraag, dan kregen we vrijwel direct antwoord of reactie. Ook het contact met en de ondersteuning vanuit het kantoor is heel plezierig, adequaat en persoonlijk. Ze vormen een goed team.Makelaardij Verkaik is de prijs de door hen geleverde diensten helemaal waard!",10.0,8 December 2020
Antoon Verkaik Makelaardij o.g.,Buy reviews,"Antoon is niet alleen een bijzonder ervaren en kundig makelaar, hij is ook erg betrokken. Hij is ten alle tijde bereikbaar en is een ware steun bij het zoeken naar een nieuwe woning in deze uitdagende markt, hierbij zal hij kritisch blijven zodat een courante aankoop is verzekerd. Wij raden Antoon bij eenieder aan!",10.0,8 December 2020
Antoon Verkaik Makelaardij o.g.,Buy reviews,"De aankoop van het huis verliep prettig en was wat decommunicatiemet de makelaar betrof, helder en duidelijk. Bouwkundig advies was uitermate goed om het huis op juiste wijze te beoordelen. De onderhandelingen verliependaardoor goed en ik ben erg blij dat ik het huis op deze wijze heb kunnen kopen.Ook de hulp vanuit kantoor was zorgvuldig.Ik ben erg tevreden met de gehele gang van zaken.Zou makelaar Antoon Verkaik zeker aanbevelen. ",9.0,6 November 2020
Antoon Verkaik Makelaardij o.g.,Buy reviews,"Antoon Verkaik was onze aankoopmakelaar. We hebben hem ervaren als een zeer deskundige en prettige makelaar. Tijdens het eerste gesprek heeft hij ons uitgebreide informatie gegeven over de huidige markt, waardoor we goed beslagen ten ijs aan onze zoektocht begonnen. Gedurende het hele proces was hij zeer betrokken, proactief en communicatief, en luisterde hij goed naar onze wensen. Bovendien is hij erg toegankelijk; we hadden altijd het idee dat we alles konden vragen. We bevelen Antoon zeer aan.",9.0,13 September 2020
Antoon Verkaik Makelaardij o.g.,Buy reviews,Antoon is een deskundige en eerlijke makelaar. Hij heeft een praktische kijk op de woningmarkt en laat helder zien wat de voordelen van een woning zijn en wat er nog moet gebeuren. Hij is altijd goed bereikbaar en reageert snel op vragen. Het is erg fijn dat ik de onderhandelingen aan hem kon overlaten. Door zijn goede kennis van de woningmarkt en zijn betrokkenheid heeft deze fijne samenwerking tot een mooi resultaat geleid. Het is dankzij Antoon gelukt om een goede en ruime woning te kopen precies in de wijk in Zeist waar ik graag wil wonen. ,9.0,19 August 2020
Aelmans Rentmeesters- & Makelaarskantoor B.V.,Sale reviews,Prettig in de omgang. Alles ziet er verzorgd uit en een goede presentatie. Ook de fotograaf heeft alles goed weergegeven.,7.5,14 July 2018
Aelmans Rentmeesters- & Makelaarskantoor B.V.,Sale reviews,Alles prima geregeld en zeer goede hulp gekregen. Zeer hulpvaardig en goed bereikbaar. Denkt met je mee. Bedankt!,9.5,12 May 2018
AMB Makelaars Vught I Qualis,Sale reviews,"Zeer prettig contact met hele team. Woorden die bij mij opkomen: betrouwbaar, servicegericht, continuïteit, professioneel. Van begin tot einde goed. Bovendien maximale opbrengst in onze beleving door gedegen voorbereiding (styliste, fotografie) en instap van vraagprijs. Binnen 1 week huis verkocht dmv inschrijving. Wij raden AMB Makelaars in Vught aan iedereen aan. ",10.0,20 May 2019
Aelmans Rentmeesters- & Makelaarskantoor B.V.,Sale reviews,Tijdens de verkoop zijn we begeleidt door mevr. Drummer van Aelmans makelaardij uit Margraten.Haar deskundigheid en begeleiding hebben we als heel prettig ervaren.Dank je wel Ans.Groet fam. Claessens,9.5,28 February 2018
Aelmans Rentmeesters- & Makelaarskantoor B.V.,Sale reviews,Voor een eerste persoonlijke kennismaking met de makelaarswereld viel deze ervaring alleszins mee. Positieve en geruststellende insteek.,8.5,26 February 2018
Aelmans Rentmeesters- & Makelaarskantoor B.V.,Sale reviews,Ans Dummer was als makelaar vanaf het begin heel duidelijk mbt. alle vragen en zaken die bij de verkoop kwamen kijken. Hebben ook goede inschatting gemaakt van de verkoopprijs. Appartement was heel snel verkocht. Top!,8.5,22 February 2018
AMB Makelaars Vught I Qualis,Sale reviews,"AMB Makelaars is een fijne, bereikbare club die er voor je zijn. Met elke vraag of probleem wordt behulpzaam meegedacht aan een oplossing. AMB makelaars is altijd bereid om extra tijd te investeren wanneer dit nodig is. Wij hebben al 2 keer een huis via AMB verkocht en ik raad deze makelaar zeker aan.",8.0,17 May 2019
AMB Makelaars Vught I Qualis,Sale reviews,"Het verkooptraject bij AMB Makelaars Vught verliep soepel en prettig. Wij wilden onze woning graag snel in de verkoop zetten en AMB heeft dit mogelijk gemaakt. Door in overleg de bezichtigingen te clusteren, werd ons gezin zoveel mogelijk ontlast bij de verkoop.Samenwerking met de vaste stylist en fotograaf verliep ook soepel. Zij verzorgden een professionele presentatie van de woning op Funda en in brochure.",8.0,30 April 2019
